exp_id,exp_name,investigators,researchers,attachments,n_fcs_files_total,n_fcs_files_parse
FR-FCM-ZZTF,Asilomar Instrument Standardization,Wayne Moore,Wayne Moore,"new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_BD_Accuri3.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1463/download"", size = 14589, md5sum = ""276e476e46ee1d4b3e19cb785802e868"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_BD_FACSVerse.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1464/download"", size = 9609, md5sum = ""52f6290edb53bb1fb40c8d52b3da0baf"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_LJBI_FACSCalibur.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1465/download"", size = 11126, md5sum = ""824166962ea542e8e47f4aa469f377f4"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_Aria-C.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1466/download"", size = 40192, md5sum = ""16e6aeb28900bbbf5f15686245ce4d36"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_Aria_B2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1467/download"", size = 39345, md5sum = ""31556b939c95b70821a6a4908ee0c239"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_KH_Canto.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1468/download"", size = 9563, md5sum = ""c70315ec5e2c499ce622f8381aca210e"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_LSR-A_N2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1469/download"", size = 9640, md5sum = ""7dc5f968b4aa44086b1c8490a9deadf6"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_LSR-B.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1470/download"", size = 38596, md5sum = ""f9552d1d6bb436376b0c92fbf67b2f02"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_LSR-C.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1471/download"", size = 38638, md5sum = ""0cb649ac9be35f2aa62690b173bd3f81"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_LSR-D.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1472/download"", size = 9905, md5sum = ""453749d77aa0b67ba691603b912235f9"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIH_LSR-E.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1473/download"", size = 38520, md5sum = ""62a531f190fb220a7fb4ca623b736dc6"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_NIST_Aria.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1474/download"", size = 11203, md5sum = ""e89be57148a0785bc71197058a7bcf58"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_Aria.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1475/download"", size = 9643, md5sum = ""b670313e1cc1125cf09a4c20502e5837"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_CarmenA3.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1476/download"", size = 10506, md5sum = ""c48e5281bc136796b9e73f7a0efe7ebc"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_Falstaff.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1477/download"", size = 39527, md5sum = ""01d721b380ea4340aaa2785985aee92b"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_LSR-II_pulse-mid.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1478/download"", size = 14143, md5sum = ""339fae278dce8de10bb336ab9225853d"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_LSR-II_pulse-nar.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1479/download"", size = 14143, md5sum = ""fe3c4e559b33bb0006e4f841a71ccdb0"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_LSR-II_pulse-wide.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1480/download"", size = 14144, md5sum = ""af75c8e66b67621278769a7d434dc23a"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_LSR-II_redoA3.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1481/download"", size = 14185, md5sum = ""36c1cd5546d8081cdd883bb8e1c94c12"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_LSR-II_redoB3.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1482/download"", size = 14152, md5sum = ""b11f0c45e3d6608d99f7af69d84c1a37"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_LSR-II_redoC3.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1483/download"", size = 14159, md5sum = ""15977fb967d8279b1a5da196bc5e1685"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_SSFF_Scan.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1484/download"", size = 9910, md5sum = ""fcc023bba59f867e941f5047a8155be2"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_Stanford_LSRIIA2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1485/download"", size = 9550, md5sum = ""d0fe6e94b464914db387bf575126ec4f"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_UCD_MoFlo2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1486/download"", size = 9564, md5sum = ""9d5c605859f7bf3f2874982652171019"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_UCDavis_LSRII2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1487/download"", size = 9803, md5sum = ""f04918be7a7b3a68e29167bea5fb7acf"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_UCSac_Fortessa2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1488/download"", size = 9813, md5sum = ""7d625c9cf4c39a6055763f8579b05022"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_UCSac_Influx2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1489/download"", size = 9985, md5sum = ""f2bfb68564fd258efeb65469d7cd83a1"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_UNReno_LSRII.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1490/download"", size = 9883, md5sum = ""7c8800d370b34bc649d682818908a438"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140126_InstEval_Xitogen_XTG1600-3.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1491/download"", size = 37472, md5sum = ""23d70f7e59e8226916cd8de395db53d7"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140908_InstEval_SSFF_LSR-II_BeadFlowH10.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1492/download"", size = 14226, md5sum = ""3d6d4b6d437374906a49fbe0cc8c3ddf"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140908_InstEval_SSFF_LSR-II_BeadFlowL10.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1493/download"", size = 14286, md5sum = ""35f7bb85ee332ddc53814f3208b3f349"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""140908_InstEval_SSFF_LSR-II_BeadFlowL2.xlsx"", url = ""https://flowrepository.org/experiments/943/attachments/1494/download"", size = 14288, md5sum = ""cc0e880619b1ccadcc2b25c529af2c48"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""standardize.R"", url = ""https://flowrepository.org/experiments/943/attachments/1496/download"", size = 24784, md5sum = ""89da52244d0f9d878cdcd938b7c5dcac"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""standardize_pub.R"", url = ""https://flowrepository.org/experiments/943/attachments/1497/download"", size = 25501, md5sum = ""e14e174eb05ed22052624b36435c1300"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Results.zip"", url = ""https://flowrepository.org/experiments/943/attachments/1498/download"", size = 2010718, md5sum = ""d1af21921b58d51aa6de8a9604c65193"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""160724_MIFlowCyt_ChecklistA.doc"", url = ""https://flowrepository.org/experiments/943/attachments/1499/download"", size = 48128, md5sum = ""028ec7f32d82b05394d09c4314b92960"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""QBGating.xml"", url = ""https://flowrepository.org/experiments/943/attachments/1511/download"", size = 1976, md5sum = ""0947980c07075febd9e1a36441be32ca"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""PARKS18-014.R3_SupportingInfo_copy.doc"", url = ""https://flowrepository.org/experiments/943/attachments/3491/download"", size = 64512, md5sum = ""8f81f99a5f6c12fa757b3fc3572dc2ca"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Ref8_Stall_BD_Diva_Qr_Br_AppNote_June2012.pdf"", url = ""https://flowrepository.org/experiments/943/attachments/3492/download"", size = 137739, md5sum = ""23f3a3333dd3b53458e527a3e4e4a5eb"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Ref2_Hoffman-Chase_Sensitivity_Poster_Cyto2010v12Final_Bob_Eric_copy.pdf"", url = ""https://flowrepository.org/experiments/943/attachments/3493/download"", size = 300960, md5sum = ""00121158b5580941cf603beb873ccd4c"", localpath = NULL)",911,30
FR-FCM-ZZTW,Functional profiling of whole blood responses to allergen in healthy controls and peanut-allergic patients,Adeeb Rahman,Adeeb Rahman,NA,60,30
FR-FCM-ZZTJ,Optimization of mass cytometry sample cryopreservation after staining,Hermi Rizal Sumatoh,Hermi Rizal Sumatoh,NA,30,30
FR-FCM-ZZTK,Fibroblast surface markers,Karel Soucek,Zuzana Kahounová,"new(""attachmentProxy"", description = ""Description of instrumentation used for data acquisition"", name = ""Instrumentation_fibroblast_surface_markers_2017.xlsx"", url = ""https://flowrepository.org/experiments/948/attachments/2079/download"", size = 14702, md5sum = ""4fa7a8a5225422349c6643947382e9f8"", localpath = NULL)|new(""attachmentProxy"", description = ""Tracking of Performance QC performed as daily quality control from May 2016 to January 2017"", name = ""Performance_QC_FACS_Verse_05_2016-01_2017.pdf"", url = ""https://flowrepository.org/experiments/948/attachments/2080/download"", size = 2424757, md5sum = ""dc619568a6910b8c18f82caab33f9455"", localpath = NULL)|new(""attachmentProxy"", description = ""Compensation matrix for 1st repetition PC-3 and DU 145, Figure 3D,E"", name = ""Compensation_matrix_PC3+DU145,_Fig_3D.mtx"", url = ""https://flowrepository.org/experiments/948/attachments/2081/download"", size = 5677, md5sum = ""c26cf3aac21ad40cd3926f2816ee48ec"", localpath = NULL)|new(""attachmentProxy"", description = ""Compensation matrix for HFF1 + TGF-beta treatment 1st rep, Figure 1C,D"", name = ""Compensation_matrix_HFF+TGFb1_treat_Fig_1C,D.mtx"", url = ""https://flowrepository.org/experiments/948/attachments/2082/download"", size = 5677, md5sum = ""c26cf3aac21ad40cd3926f2816ee48ec"", localpath = NULL)|new(""attachmentProxy"", description = ""Compensation matrix related to Figure 4C"", name = ""Compensation_matrix_PY005_Fig_4C.mtx"", url = ""https://flowrepository.org/experiments/948/attachments/2083/download"", size = 1120, md5sum = ""2db71bb5abcea1632044314aa217db85"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Compensation_matrix_prostate_1329,_Fig_4D.mtx"", url = ""https://flowrepository.org/experiments/948/attachments/2084/download"", size = 2416, md5sum = ""c42eb7a4c6cb65c908a00eb7ee603d53"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Compensation_matrix_prostate_1337,_fig_4E.mtx"", url = ""https://flowrepository.org/experiments/948/attachments/2085/download"", size = 1649, md5sum = ""8ea1acabb789b0e10d19211929314e24"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Compensation_matrix_breast_BCa8,_Fig_4F.mtx"", url = ""https://flowrepository.org/experiments/948/attachments/2086/download"", size = 2351, md5sum = ""ba0aa82f079da9fa6e3b6dfefc02dab1"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Fibroblast_surface_markers_experiments_layout.pdf"", url = ""https://flowrepository.org/experiments/948/attachments/2087/download"", size = 97200, md5sum = ""baa402896d8d41ca27c527216b3be50d"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MIFlowCyt_Item_Checklist_-_Kahounova_rev.2017.doc"", url = ""https://flowrepository.org/experiments/948/attachments/2092/download"", size = 550912, md5sum = ""5a52b672f5105aabf66ae347dc0c100f"", localpath = NULL)",402,30
FR-FCM-ZZTM,Data from Wong et al Immunity  2016,Evan Newell,Evan Newell,NA,350,30
FR-FCM-ZZTN,Hematopoietic Cell Morphology,Daniel Stockholm,Daniel Stockholm,NA,4,4
FR-FCM-ZZTP,Validating compatibility of OsO4 staining with surface and intracellular staining by mass cytometry,Adeeb Rahman,Adeeb Rahman,NA,3,3
FR-FCM-ZZTQ,Human PBMC and lung single cell digestion stained with OsO4 and WGA,Adeeb Rahman,Adeeb Rahman,NA,1,1
FR-FCM-ZZTR,pFYS018,Warren Ruder,Felicia Scott,"new(""attachmentProxy"", description = NULL, name = ""20160406.c6"", url = ""https://flowrepository.org/experiments/955/attachments/1540/download"", size = 40681732, md5sum = ""645ad088b6bd783696c2ec1d0f090358"", localpath = NULL)",18,18
FR-FCM-ZZTS,pFYS019,Warren Ruder,Felicia Scott,NA,18,18
FR-FCM-ZZTT,pFYS028,Warren Ruder,Felicia Scott,NA,18,18
FR-FCM-ZZTV,FlowCytME,nicolas cichocki,nicolas cichocki,NA,140,30
FR-FCM-ZZUZ,Proliferation analysis by a dye dilution,Ji Youn Lee,Ji Youn Lee,NA,167,30
FR-FCM-ZZUY,Burns.et.al.SLA.2016,Tyler Burns,Tyler Burns,NA,0,0
FR-FCM-ZZU3,Figure.2.THP1,John Nash,John Nash,"new(""attachmentProxy"", description = NULL, name = ""CytExp_19976_Gates_v2.xml"", url = ""https://flowrepository.org/experiments/963/attachments/1542/download"", size = 1268, md5sum = ""f1d52f5e834fb29a059efda252296052"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""experiment_19976_annotations.tsv"", url = ""https://flowrepository.org/experiments/963/attachments/1543/download"", size = 1803, md5sum = ""96d8ce1819077069c68cc7bb84e0b374"", localpath = NULL)",12,12
FR-FCM-ZZU4,Figure.3.PBMC.Donor.1,John Nash,John Nash,"new(""attachmentProxy"", description = NULL, name = ""experiment_18954_annotations.tsv"", url = ""https://flowrepository.org/experiments/964/attachments/1544/download"", size = 11886, md5sum = ""c91cac4683a2adb0a6da9e830a31c97c"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""CytExp_18954_Gates_v5.xml"", url = ""https://flowrepository.org/experiments/964/attachments/1545/download"", size = 31107, md5sum = ""cdd207ed2db6b6dd5e4ab724d423e6d9"", localpath = NULL)",60,30
FR-FCM-ZZU5,Optimization_PI_DiBAC_P.putida,Yuting Guo,Yuting Guo,NA,42,30
FR-FCM-ZZU6,Verification_PI_DiBAC_P.putida,Yuting Guo,Yuting Guo,NA,64,30
FR-FCM-ZZU7,"Prokaryotes viability during growth under treatment of AgNO3, AgNP10 and AgNP30",Yuting Guo,Yuting Guo,NA,343,30
FR-FCM-ZZU8,Cell phenotypes dependent AgNP toxicity,Yuting Guo,Yuting Guo,NA,384,30
FR-FCM-ZZUB,Figure.3.PBMC.Donor2,John Nash,John Nash,"new(""attachmentProxy"", description = NULL, name = ""CytExp_18990_Gates_v9.xml"", url = ""https://flowrepository.org/experiments/971/attachments/1546/download"", size = 50170, md5sum = ""cbe999c32376e0a1ed2d3699197fa31a"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""experiment_18990_annotations.tsv"", url = ""https://flowrepository.org/experiments/971/attachments/1547/download"", size = 11195, md5sum = ""c37677579e8d0c579c535e92845777d9"", localpath = NULL)",54,30
FR-FCM-ZZUC,Figure.4,John Nash,John Nash,"new(""attachmentProxy"", description = NULL, name = ""CytExp_24054_Gates_v8.xml"", url = ""https://flowrepository.org/experiments/972/attachments/1548/download"", size = 21943, md5sum = ""cbe6a74f5fe24c326166718b04489847"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""experiment_24054_annotations.tsv"", url = ""https://flowrepository.org/experiments/972/attachments/1549/download"", size = 2041, md5sum = ""45a857d8271e6715554188a083c7f770"", localpath = NULL)",36,30
FR-FCM-ZZUD,Notch-activated ESC-HSCs Manifest Enhanced Lymphoid Potential_Fig.1C,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""ESCHSC_6_11_wks_exp_8_5wks.jo"", url = ""https://flowrepository.org/experiments/973/attachments/1550/download"", size = 2466083, md5sum = ""c48875908d6bf2e5053511b4bd0405dc"", localpath = NULL)",40,30
FR-FCM-ZZUE,"B-1 phenotype of peripheral CD19+ Mac-1+ B cells of a representative recipient of DL1-Fc 2.5-activated ESC-HSC_Fig.1E, S1B, S2A-B",yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""010515_B1_B_cells.jo"", url = ""https://flowrepository.org/experiments/974/attachments/1551/download"", size = 3520361, md5sum = ""e21a365f14d5cc5b086555817af95e99"", localpath = NULL)",32,30
FR-FCM-ZZUF,Notch-activated ESC-HSC-DL1 Specifies to esLSKs Upon Engraftment-Fig.2A,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""12_wks_Av15_ESCHSC_engrafted.jo"", url = ""https://flowrepository.org/experiments/975/attachments/1552/download"", size = 1228618, md5sum = ""58c44976c6af0b6c6bd63bf5a0ff759f"", localpath = NULL)",15,15
FR-FCM-ZZUH,Notch-activated ESC-HSC-DL1 Specifies to esLSKs Upon Engraftment-Fig2B,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""20140120_Workspace.jo-1"", url = ""https://flowrepository.org/experiments/977/attachments/1553/download"", size = 364293, md5sum = ""35321944dcd2366861db01e904e10a7f"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""2nd_BM_37_wks_sort-Batch_Analysis_02122014152515.pdf"", url = ""https://flowrepository.org/experiments/977/attachments/1560/download"", size = 248876, md5sum = ""fe5cd9fc90259d7270c84bf437c76908"", localpath = NULL)",12,12
FR-FCM-ZZUW,Notch-activated ESC-HSC-DL1 Specifies to esLSKs Upon Engraftment-Fig2C,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""LSK_SLAM.jo"", url = ""https://flowrepository.org/experiments/978/attachments/1554/download"", size = 5527063, md5sum = ""6516d424a21f6989931aabaedf4d73d0"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Specimen_002_B6_BM.pdf"", url = ""https://flowrepository.org/experiments/978/attachments/1555/download"", size = 29582, md5sum = ""995fc1d8925c70a98969fd8d591cc5c0"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Specimen_002_BM_3_5_.pdf"", url = ""https://flowrepository.org/experiments/978/attachments/1556/download"", size = 31152, md5sum = ""0df7a2366603c9c8b3b4b45f36dee5c7"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Specimen_002_Pool_BM.pdf"", url = ""https://flowrepository.org/experiments/978/attachments/1557/download"", size = 26143, md5sum = ""c1a210f0537c25ff313c50e65920c187"", localpath = NULL)",4,4
FR-FCM-ZZUJ,Notch-activated ESC-HSC-DL1 Specifies to esLSKs Upon Engraftment-Fig2E,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""20130604_Wk16_thy_mLN.jo"", url = ""https://flowrepository.org/experiments/979/attachments/1558/download"", size = 502113, md5sum = ""b8ae667e85f90d0741f0a90b2b5fff1f"", localpath = NULL)",10,10
FR-FCM-ZZUK,Notch-activated ESC-HSCs Reconstitute Definitive Erythroid Lineages-Fig4B,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""Erythroid_reconst.jo"", url = ""https://flowrepository.org/experiments/980/attachments/1559/download"", size = 1255822, md5sum = ""f313ea22097501c3ddf65ab9c624af12"", localpath = NULL)",20,20
FR-FCM-ZZUL,Notch-activated ESC-HSC Clones Serially Reconstitute Multilineage Hematopoiesis-Fig5D,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""2nd_Tx_7_wks.jo"", url = ""https://flowrepository.org/experiments/981/attachments/1561/download"", size = 1028238, md5sum = ""fa829dc7de621119ee13aa76af685c02"", localpath = NULL)",18,18
FR-FCM-ZZUM,DL1-Fc 2.5-activated ESC-HSC Reconstituted both B-2 and B-1 B Cells in Peripheral Blood-Fig.S1A,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""DLFc-1_22_wks_B220_CD19_Mac1.jo"", url = ""https://flowrepository.org/experiments/982/attachments/1562/download"", size = 1079798, md5sum = ""70cc4d88eaeaefdbfb8de8d1e39aef3f"", localpath = NULL)",7,7
FR-FCM-ZZUX,Reconstitution Frequency and Lineage Distribution of Standard (OP9) and Notch-activated (DL1) ESC-HSCs-FigS3A,yifen lu,yifen lu,"new(""attachmentProxy"", description = NULL, name = ""in_vitro_LSK_iCdx4.jo"", url = ""https://flowrepository.org/experiments/984/attachments/1564/download"", size = 434762, md5sum = ""574e5450e77b0e1bfe1f713a7a844833"", localpath = NULL)",8,8
